filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
DSC05911.JPG,5565150,"{}",1,0,"{""name"":""rect"",""x"":2417,""y"":893,""width"":652,""height"":1748}","{""SNOWYEGRET"":""""}"
DSC05912.JPG,5541810,"{}",1,0,"{""name"":""rect"",""x"":2330,""y"":822,""width"":681,""height"":1848}","{""SNOWYEGRET"":""""}"
DSC05913.JPG,5565538,"{}",1,0,"{""name"":""rect"",""x"":2433,""y"":627,""width"":648,""height"":1794}","{""SNOWYEGRET"":""""}"
DSC05914.JPG,5587664,"{}",1,0,"{""name"":""rect"",""x"":2450,""y"":527,""width"":723,""height"":1806}","{""SNOWYEGRET"":""""}"
DSC05915.JPG,5617388,"{}",1,0,"{""name"":""rect"",""x"":2379,""y"":835,""width"":660,""height"":1844}","{""SNOWYEGRET"":""""}"
DSC05916.JPG,5481672,"{}",1,0,"{""name"":""rect"",""x"":2164,""y"":1200,""width"":681,""height"":1790}","{""SNOWYEGRET"":""""}"
DSC05917.JPG,5019643,"{}",1,0,"{""name"":""rect"",""x"":2575,""y"":299,""width"":918,""height"":2417}","{""SNOWYEGRET"":""""}"
DSC05918.JPG,5029548,"{}",1,0,"{""name"":""rect"",""x"":2620,""y"":257,""width"":897,""height"":2417}","{""SNOWYEGRET"":""""}"
DSC05919.JPG,4952664,"{}",1,0,"{""name"":""rect"",""x"":2450,""y"":316,""width"":826,""height"":2417}","{""SNOWYEGRET"":""""}"
DSC05920.JPG,4963770,"{}",1,0,"{""name"":""rect"",""x"":2035,""y"":448,""width"":1113,""height"":2396}","{""SNOWYEGRET"":""""}"
DSC05921.JPG,5043943,"{}",1,0,"{""name"":""rect"",""x"":2425,""y"":324,""width"":1167,""height"":2413}","{""SNOWYEGRET"":""""}"
DSC05922.JPG,5044072,"{}",1,0,"{""name"":""rect"",""x"":2338,""y"":237,""width"":1138,""height"":2429}","{""SNOWYEGRET"":""""}"
DSC05923.JPG,5031551,"{}",1,0,"{""name"":""rect"",""x"":2068,""y"":826,""width"":1184,""height"":2425}","{""SNOWYEGRET"":""""}"
DSC05924.JPG,5239053,"{}",1,0,"{""name"":""rect"",""x"":2259,""y"":1354,""width"":1179,""height"":2309}","{""SNOWYEGRET"":""""}"
